Mathematics Skill,Science Skill,Literature Skill,History Skill,Art Skill,Computer Science Skill,Analytical Skills,Creative Skills,Leadership Skills,Technical Skills,Communication Skills,Interest in an Office Job,Interest in Outdoor Work,Interest in Laboratory Work,Interest in Remote Work,Interest in Working with People,Interest in Working with Technology,Interest in Working with Nature,Industry
2,2,7,5,8,5,7,8,5,8,9,7,5,4,6,7,4,7,Photography
6,8,3,4,5,3,8,7,5,7,6,6,4,7,6,7,6,6,Biology
5,8,3,6,1,2,7,5,7,6,8,3,8,6,3,8,6,8,Agriculture
8,6,5,3,3,7,6,6,8,7,9,9,3,8,6,5,7,4,Telecommunications
8,5,2,3,4,4,8,5,8,9,6,3,10,5,3,7,9,3,Construction
7,5,5,5,4,4,8,4,8,6,7,10,3,4,7,10,7,3,Public Administration
2,6,3,3,7,4,7,9,7,7,6,3,7,3,4,7,6,5,Food
8,7,5,5,2,8,9,7,9,10,6,7,7,9,8,8,8,5,Engineering
3,6,5,4,6,5,7,6,7,6,10,7,3,4,4,10,5,5,Administrative and Support Services
4,5,5,3,5,1,6,6,7,8,9,2,8,4,2,7,4,10,Husbandry
4,8,2,3,5,1,4,7,9,7,9,2,10,4,4,8,3,8,Husbandry
8,8,4,4,3,8,8,7,7,8,6,9,4,8,6,6,8,5,Engineering
8,7,3,5,3,10,9,8,6,9,6,9,2,7,9,8,8,1,Cybersecurity
5,4,6,4,8,5,4,8,8,4,7,6,6,3,7,8,7,2,Retail
4,8,5,6,5,6,7,4,5,9,7,6,6,7,4,7,9,7,Biology
5,7,3,5,4,4,9,5,7,8,5,6,3,8,7,5,7,2,Manufacturing
1,5,9,7,9,2,6,8,5,3,8,5,8,3,7,9,5,4,Arts and Entertainment
4,2,6,8,10,1,6,10,7,3,8,8,7,4,7,8,5,2,Arts and Entertainment
6,5,2,6,2,5,9,4,7,10,5,5,7,6,6,6,7,5,Utilities
9,7,5,4,2,9,9,6,8,8,7,6,4,7,8,7,9,6,Engineering
3,5,6,5,8,4,7,10,5,2,9,6,5,4,5,10,3,2,Arts and Entertainment
4,5,6,4,8,4,5,10,6,8,6,5,5,5,6,7,6,7,Photography
7,10,4,6,5,4,7,4,7,7,8,8,5,7,4,10,8,7,Health Care
7,10,3,3,4,3,8,7,7,9,5,4,6,8,4,7,6,5,Biology
7,7,8,6,6,7,9,9,7,8,8,6,5,8,6,10,5,4,Educational
7,5,4,5,3,5,8,5,9,9,7,7,7,5,5,7,5,8,Waste Management
6,6,4,5,4,5,9,5,6,8,5,8,5,7,6,5,8,2,Utilities
5,6,6,5,4,4,6,6,6,7,7,9,5,3,4,7,6,3,Administrative and Support Services
10,8,4,5,5,7,10,7,6,10,5,6,2,7,6,7,10,5,Mathematics
9,6,3,7,2,9,10,4,9,9,5,9,3,8,6,6,9,2,Financial Services
8,6,4,5,2,6,7,5,5,8,6,7,5,6,6,7,10,3,Utilities
3,3,10,6,8,3,6,6,6,6,8,10,6,3,8,9,6,5,Publishing
10,9,4,2,5,8,9,5,7,8,7,8,4,7,10,8,8,2,Information Technology
3,4,4,3,7,5,4,6,6,5,6,3,7,5,5,8,6,5,Food
9,6,4,3,4,8,9,8,8,8,7,10,1,9,8,8,9,3,Information Technology
4,7,3,4,3,7,8,6,7,8,7,5,5,4,6,7,10,5,Transportation
10,9,5,3,3,7,9,7,6,8,6,7,2,7,6,6,9,4,Mathematics
5,7,2,5,3,4,4,6,7,8,9,2,9,3,2,9,4,10,Husbandry
6,10,7,7,4,4,6,5,7,7,7,8,3,8,5,10,6,4,Health Care
5,3,8,8,10,5,6,9,5,5,10,7,6,3,9,10,7,3,Advertising
6,10,4,2,5,4,4,6,7,4,6,4,9,5,3,8,5,10,Agriculture
3,5,4,4,6,5,6,7,7,4,5,4,8,2,6,5,6,6,Food
4,4,5,5,3,4,7,7,8,5,8,8,5,4,4,8,6,5,Public Administration
6,8,3,3,5,3,5,5,5,5,8,4,7,4,5,8,3,10,Agriculture
9,8,4,3,3,8,9,5,7,8,7,7,6,5,4,5,9,5,Utilities
9,10,4,5,2,5,8,5,6,8,7,6,4,8,6,7,9,4,Chemistry
4,3,5,5,9,4,8,8,8,8,7,8,7,3,5,10,4,5,Photography
10,9,3,6,6,9,10,7,7,8,9,10,4,8,6,5,8,2,Aerospace
10,6,3,3,2,8,8,7,8,9,7,8,4,9,9,5,8,3,Information Technology
5,7,3,5,6,6,6,7,6,8,8,5,6,8,6,7,10,5,Manufacturing
8,3,5,4,6,6,7,7,9,4,8,9,7,2,6,7,6,2,Real Estate
10,8,3,5,2,10,8,6,6,8,5,8,4,10,6,5,8,6,Engineering
8,6,4,6,5,7,8,6,8,9,7,9,1,9,8,5,10,2,Finance
7,8,5,6,5,8,6,7,6,10,7,8,5,7,5,8,7,4,Utilities
3,2,8,6,7,4,7,8,6,5,8,7,5,2,8,9,6,4,Publishing
7,5,2,3,4,3,5,6,6,10,6,4,8,6,5,5,9,3,Construction
10,9,4,4,5,9,9,8,7,9,7,9,2,7,8,8,9,1,Cybersecurity
8,6,5,4,6,6,9,5,6,9,6,5,6,5,6,5,9,4,Manufacturing
9,8,3,7,5,10,8,6,8,8,9,9,5,7,7,8,10,2,Aerospace
5,9,3,6,3,3,8,4,6,6,6,6,7,7,5,8,6,7,Biology
9,6,2,6,4,7,7,7,6,8,7,5,7,7,7,6,7,5,Utilities
10,8,5,3,3,6,8,6,7,10,4,6,2,7,9,4,8,5,Mathematics
5,4,6,7,5,4,6,9,7,6,7,7,5,5,6,10,6,2,Retail
6,6,2,3,4,8,9,6,8,10,7,5,5,6,7,8,10,5,Utilities
3,5,8,5,9,3,8,8,6,5,9,7,5,2,8,9,4,3,Arts and Entertainment
8,9,4,4,7,10,9,5,6,10,7,8,2,10,8,6,10,5,Aerospace
8,10,4,5,5,9,9,6,5,8,7,9,3,8,8,5,8,3,Cybersecurity
5,5,3,5,4,7,6,4,7,10,6,8,4,7,5,8,7,4,Manufacturing
6,9,6,5,6,5,8,6,6,7,7,9,3,5,4,9,6,5,Health Care
7,8,5,4,5,3,7,7,7,6,8,6,4,7,4,9,8,5,Health Care
6,3,7,5,8,6,6,9,9,7,8,9,4,2,6,9,7,2,Retail
7,5,4,5,2,5,7,6,9,8,6,7,9,4,3,7,5,6,Waste Management
10,5,6,7,5,6,10,5,6,10,5,9,1,8,8,5,9,4,Finance
9,9,7,9,7,5,7,7,6,5,9,9,4,7,6,8,7,7,Educational
10,8,5,2,2,9,8,7,7,9,4,8,4,10,7,6,8,3,Mathematics
8,7,5,2,5,5,8,6,8,8,6,3,9,4,6,7,8,6,Construction
9,8,6,5,6,8,10,8,6,9,6,7,2,8,5,5,8,2,Aerospace
9,10,5,3,4,10,9,5,6,10,8,6,6,9,8,5,8,6,Engineering
5,5,2,6,5,6,7,7,8,8,5,6,7,5,4,7,7,6,Transportation
4,4,8,9,3,4,10,7,6,5,8,9,4,2,8,10,4,2,Legal Services
10,5,4,4,4,9,9,6,8,8,5,8,3,8,8,7,9,4,Finance
2,5,2,3,3,3,4,6,7,7,9,2,10,3,2,6,2,10,Husbandry
4,7,3,2,1,6,5,6,7,9,7,5,7,3,5,5,7,5,Waste Management
8,6,3,3,3,5,6,6,8,7,7,6,8,4,4,8,6,6,Construction
5,2,9,6,6,4,9,7,8,6,8,10,4,3,6,9,6,2,Publishing
10,5,4,4,2,9,9,5,8,7,6,8,2,8,7,8,8,1,Financial Services
8,8,5,6,5,10,8,7,8,8,6,8,4,8,5,6,8,2,Aerospace
6,6,5,7,5,7,7,5,10,7,8,10,4,5,6,10,7,3,Business
7,8,5,2,3,5,7,7,8,10,7,7,4,5,6,6,9,4,Manufacturing
9,7,2,3,2,7,8,8,8,10,8,6,6,10,7,5,9,6,Engineering
9,7,9,7,6,7,9,8,9,7,9,9,7,8,6,8,6,5,Educational
7,8,3,2,5,7,10,4,7,10,6,8,3,10,8,6,10,6,Chemistry
8,9,5,3,2,5,10,4,6,8,6,5,3,10,7,7,7,3,Chemistry
3,7,5,5,2,4,4,7,6,5,8,4,8,4,3,8,4,9,Husbandry
7,10,2,3,4,1,6,5,5,7,8,3,9,5,4,8,6,8,Agriculture
8,5,3,5,4,7,8,7,8,7,5,8,6,6,7,6,10,5,Manufacturing
10,4,6,6,2,8,9,6,6,7,6,9,3,7,9,5,9,4,Financial Services
7,6,5,6,3,8,6,7,7,10,7,9,3,6,7,5,8,6,Telecommunications
10,10,3,3,5,9,10,6,6,7,7,7,5,10,7,5,9,3,Mathematics
8,9,5,3,5,9,9,7,5,9,7,7,1,6,9,6,10,3,Information Technology
10,9,5,5,7,8,8,7,7,10,7,9,4,8,7,6,9,4,Aerospace
10,8,3,5,3,8,9,7,8,7,7,7,4,7,9,4,10,3,Mathematics
7,9,2,5,1,1,5,3,6,5,6,5,9,5,4,7,3,7,Agriculture
8,9,6,6,5,9,10,5,9,8,6,7,2,8,6,5,8,5,Aerospace
5,5,8,8,4,6,8,4,8,4,9,8,6,5,6,9,5,6,Public Administration
6,7,9,7,5,8,8,8,9,8,7,7,6,8,8,7,7,5,Educational
7,9,4,4,2,7,8,5,8,8,7,6,5,8,8,5,9,3,Chemistry
6,3,7,7,5,6,8,7,6,3,7,8,7,2,8,8,7,4,Real Estate
10,10,6,4,5,8,10,6,8,9,6,10,5,8,7,5,10,3,Aerospace
6,10,4,5,3,4,8,5,6,7,7,6,6,7,7,6,8,7,Biology
3,5,5,7,10,5,7,10,8,7,6,5,7,4,5,9,7,6,Photography
9,6,5,6,3,5,8,7,9,5,7,8,2,6,9,10,5,3,Business
1,2,9,8,10,1,5,8,7,3,10,7,5,5,5,10,4,5,Arts and Entertainment
10,9,3,4,2,7,8,8,6,8,8,9,6,10,7,5,8,4,Engineering
8,7,5,3,5,6,9,6,8,8,6,6,7,7,7,8,10,3,Utilities
3,8,1,4,1,2,5,4,7,5,8,2,8,5,3,8,3,7,Agriculture
6,5,6,5,6,7,8,7,7,8,9,9,3,7,9,7,7,4,Business
5,5,5,5,4,3,6,4,8,4,7,10,4,4,4,9,7,4,Public Administration
2,2,6,7,8,3,7,8,7,4,10,6,5,2,8,9,4,5,Arts and Entertainment
4,2,9,5,10,5,8,10,6,5,9,8,3,3,8,9,6,3,Advertising
4,4,5,4,2,4,5,5,8,10,5,4,7,4,4,7,8,5,Transportation
4,5,4,5,5,4,8,7,8,9,6,4,6,6,6,7,10,5,Transportation
8,7,6,4,4,9,8,7,6,7,6,8,4,9,6,7,7,1,Finance
3,4,10,8,5,6,9,9,7,5,8,7,4,2,7,8,4,2,Publishing
9,8,3,2,2,8,8,5,6,8,5,8,6,8,8,7,8,5,Engineering
6,9,4,3,4,3,10,5,6,7,6,7,6,8,7,5,6,5,Biology
3,10,5,6,4,4,7,6,5,5,6,3,9,4,5,7,3,7,Agriculture
6,7,6,7,4,5,8,7,7,7,8,10,3,6,9,8,6,3,Business
9,7,3,3,4,9,8,6,7,9,6,8,4,7,9,5,8,5,Engineering
10,6,3,4,5,7,10,4,9,8,6,9,2,6,8,6,10,3,Finance
7,5,5,3,2,6,6,4,5,9,7,7,7,6,5,7,7,3,Transportation
6,4,6,5,7,7,4,7,6,4,7,9,4,4,6,8,7,5,Retail
10,4,4,6,2,7,9,3,8,7,7,10,1,6,7,6,7,4,Financial Services
8,7,6,6,5,9,9,6,9,9,6,9,4,6,6,8,10,2,Financial Services
6,7,5,5,4,3,4,5,6,7,6,2,8,6,2,5,3,8,Agriculture
5,9,3,5,3,4,6,6,5,7,7,5,7,4,4,8,5,9,Agriculture
4,6,3,4,2,5,5,4,6,8,5,5,9,6,6,6,5,6,Waste Management
5,7,4,4,2,5,5,4,6,8,6,4,8,4,6,4,10,3,Transportation
10,9,3,4,7,9,9,6,9,10,8,7,4,10,8,8,10,4,Aerospace
5,8,4,4,5,3,6,5,9,5,8,1,10,3,3,7,2,8,Husbandry
8,8,4,7,5,4,9,6,6,6,7,6,4,5,6,8,6,6,Health Care
8,6,5,6,3,8,7,4,8,9,8,7,6,7,7,6,10,2,Utilities
4,3,8,4,8,4,4,6,7,6,9,6,5,4,8,10,5,2,Retail
2,7,4,2,2,4,4,8,6,6,9,1,10,5,2,8,3,9,Husbandry
7,3,5,8,6,3,8,6,10,3,10,9,4,4,4,7,5,5,Public Administration
4,4,6,4,5,5,6,7,8,6,7,6,5,2,7,8,7,2,Retail
3,5,7,5,3,4,7,5,6,6,9,9,5,4,5,9,4,2,Administrative and Support Services
5,6,4,3,6,4,5,7,8,5,7,3,8,5,6,6,6,5,Food
10,10,5,2,4,10,9,6,6,9,6,9,6,9,7,5,10,7,Engineering
4,4,8,4,5,4,6,4,5,7,10,8,6,3,7,7,6,5,Administrative and Support Services
7,9,4,5,1,1,4,5,6,6,7,2,9,3,4,8,5,9,Agriculture
9,6,3,4,2,8,8,4,8,9,7,8,3,7,6,7,8,3,Financial Services
8,10,4,6,5,9,10,7,8,8,9,9,4,8,7,6,8,5,Aerospace
10,9,4,4,5,9,8,5,6,9,6,7,3,7,9,4,10,3,Mathematics
2,6,6,4,7,3,6,8,8,5,5,4,5,5,7,7,6,6,Food
10,9,3,2,3,9,9,5,8,10,7,10,4,9,10,5,9,2,Cybersecurity
7,8,2,5,4,3,6,6,7,7,7,4,6,3,5,5,5,5,Waste Management
7,10,3,4,3,5,10,7,7,7,7,6,5,8,8,6,9,4,Chemistry
4,2,7,7,8,2,8,10,7,2,9,8,5,4,7,8,4,2,Arts and Entertainment
10,8,6,5,2,6,8,7,8,9,8,10,2,8,7,8,10,2,Finance
10,4,6,4,5,7,8,5,7,9,7,8,4,7,9,6,8,4,Financial Services
4,4,6,5,8,6,5,10,8,5,7,8,6,5,6,9,7,6,Photography
9,9,4,5,4,5,8,7,5,9,5,8,6,9,7,5,8,3,Chemistry
5,7,4,5,4,3,8,7,8,8,8,5,10,3,3,7,9,3,Construction
5,4,10,6,7,3,9,6,6,5,10,9,6,3,7,9,6,3,Publishing
5,2,7,7,9,5,8,8,5,8,8,5,6,2,5,9,4,6,Photography
7,3,7,5,4,5,5,5,10,3,10,8,4,5,5,8,7,4,Public Administration
4,10,2,5,3,5,10,7,6,8,8,7,6,8,5,6,9,5,Biology
5,5,4,5,4,4,5,6,8,7,6,4,9,6,3,8,8,3,Construction
9,10,5,4,4,10,9,8,8,10,7,8,3,7,9,5,10,3,Cybersecurity
5,7,5,4,4,4,8,4,6,7,5,6,8,5,6,6,7,3,Transportation
3,3,4,4,10,3,7,10,6,6,6,5,8,5,7,7,5,6,Photography
10,7,4,3,3,9,10,8,6,10,8,9,1,7,9,5,8,3,Cybersecurity
1,5,9,7,8,2,7,10,5,4,9,7,7,4,8,10,2,2,Arts and Entertainment
8,7,2,3,5,8,8,7,7,7,8,8,6,6,7,7,7,5,Utilities
9,5,5,6,3,6,9,6,7,8,8,10,4,7,7,5,9,3,Finance
5,5,6,4,5,2,7,9,8,5,6,4,7,4,4,5,6,5,Food
5,2,7,6,8,3,6,9,5,8,7,6,5,2,6,9,4,8,Photography
2,3,6,8,9,3,5,9,5,3,8,5,7,5,7,9,2,5,Arts and Entertainment
8,7,6,7,4,6,9,5,8,5,9,9,3,5,7,7,8,3,Business
9,8,4,5,4,10,10,8,8,8,7,9,2,7,5,5,10,2,Aerospace
6,4,7,5,6,5,9,6,7,5,7,9,2,4,8,7,7,3,Business
5,7,4,5,3,5,6,6,8,8,6,4,6,4,4,6,7,8,Waste Management
5,4,2,5,4,6,6,4,5,7,7,7,6,6,6,6,8,5,Transportation
4,4,9,9,6,5,7,7,7,3,9,8,5,4,7,7,4,2,Publishing
5,7,3,2,5,6,7,4,7,8,8,3,9,5,4,7,7,6,Construction
3,5,6,5,5,2,4,6,5,6,6,6,7,4,5,5,5,6,Food
4,6,7,5,4,4,5,6,7,4,9,7,5,4,4,10,5,5,Public Administration
8,7,3,3,5,7,6,6,6,7,5,5,5,7,7,7,10,3,Manufacturing
7,8,6,3,3,9,9,7,5,10,8,9,3,6,7,6,8,6,Telecommunications
4,3,9,8,8,5,8,8,7,4,9,7,5,2,8,7,7,4,Advertising
8,7,5,8,3,6,7,6,9,7,8,8,5,4,7,9,7,5,Business
7,10,4,5,1,1,5,5,5,7,5,5,7,5,3,5,4,10,Agriculture
9,10,6,5,4,9,8,6,9,9,9,7,4,7,6,7,9,5,Aerospace
4,5,9,9,3,5,9,4,8,6,9,8,3,4,7,9,4,3,Legal Services
5,8,3,5,3,5,5,4,8,7,5,5,9,6,4,7,8,6,Waste Management
2,5,8,5,9,2,5,9,7,4,9,8,8,5,5,10,3,3,Arts and Entertainment
8,5,4,5,3,8,8,4,5,9,7,5,6,7,5,8,10,3,Utilities
9,9,5,2,2,8,9,8,6,9,6,10,4,9,10,5,10,2,Information Technology
3,2,9,7,7,6,7,8,8,5,8,8,4,5,7,10,7,6,Advertising
4,6,2,4,5,7,7,7,8,10,7,5,7,3,4,4,9,6,Transportation
7,6,6,3,3,10,8,7,8,8,8,9,4,7,8,8,7,4,Telecommunications
10,9,4,4,3,5,8,4,5,8,7,6,4,10,7,7,9,6,Chemistry
4,2,8,7,6,5,6,9,8,4,7,6,6,5,6,8,7,2,Retail
9,9,4,4,4,10,10,7,9,10,5,9,4,10,7,6,8,7,Engineering
4,4,10,6,4,3,9,6,7,4,9,10,2,4,8,10,3,2,Legal Services
6,6,7,6,5,4,6,5,9,3,9,10,4,4,4,8,5,3,Public Administration
8,8,6,6,6,10,10,6,8,8,7,7,2,10,6,8,9,4,Aerospace
6,7,2,2,6,3,7,4,8,8,5,6,8,5,5,6,7,5,Construction
2,5,3,3,7,5,6,6,7,5,7,4,8,5,7,6,4,8,Food
4,5,10,7,4,6,8,5,6,4,9,10,2,5,5,9,5,5,Legal Services
5,9,5,2,5,4,7,3,8,4,8,4,9,6,2,7,4,9,Agriculture
4,3,6,5,3,5,5,6,8,4,10,8,4,5,6,8,5,5,Public Administration
5,3,4,5,10,6,5,9,5,5,7,7,6,3,6,9,5,5,Photography
4,8,4,3,2,2,4,6,9,7,6,1,9,3,1,9,2,8,Husbandry
7,5,5,4,5,3,8,5,7,3,7,7,6,3,7,8,4,3,Real Estate
9,7,5,5,5,10,10,5,6,9,5,9,4,8,9,6,8,7,Engineering
6,5,6,4,7,6,5,8,8,4,7,9,6,5,6,9,7,5,Real Estate
7,8,4,5,2,5,8,3,7,7,4,5,8,5,5,8,7,8,Waste Management
4,5,6,6,5,4,6,6,10,4,10,10,6,3,4,7,5,3,Public Administration
4,2,10,6,8,6,8,9,5,5,8,9,4,4,5,10,3,3,Publishing
7,7,2,3,3,5,8,7,9,10,8,6,10,6,4,5,7,6,Construction
10,10,2,4,3,6,8,5,6,9,6,8,2,10,9,5,7,2,Mathematics
3,7,2,5,4,4,4,8,9,5,8,4,8,4,1,6,5,9,Husbandry
7,8,2,5,3,3,6,6,6,4,7,4,8,3,3,8,6,8,Agriculture
3,2,5,4,9,5,5,9,6,8,8,8,8,5,6,8,6,5,Photography
5,4,10,9,5,3,8,4,8,7,8,10,3,2,6,10,6,4,Legal Services
5,5,3,5,7,5,6,9,8,4,5,4,5,5,5,8,5,5,Food
7,3,6,5,4,3,8,7,8,5,8,10,6,3,8,10,4,2,Real Estate
8,7,5,7,4,8,7,7,7,8,7,9,4,6,6,9,5,3,Business
9,7,2,5,3,8,9,5,8,10,6,8,4,8,8,7,9,4,Engineering
5,5,6,3,5,4,6,7,5,6,5,3,7,3,7,7,5,7,Food
5,3,8,6,5,4,7,4,8,5,10,7,3,3,6,9,5,2,Administrative and Support Services
5,6,2,4,3,1,4,7,9,8,8,2,9,4,4,9,4,8,Husbandry
4,4,7,5,6,4,5,5,7,6,9,8,3,3,4,7,6,4,Public Administration
7,10,6,6,5,4,9,4,9,7,10,6,4,8,5,9,8,5,Health Care
6,5,4,5,6,3,7,5,9,10,6,6,10,4,3,8,9,3,Construction
7,7,8,6,8,7,7,9,7,6,9,6,7,5,5,8,8,7,Educational
5,8,5,4,6,3,8,6,7,9,8,6,3,5,4,9,8,7,Health Care
3,3,10,8,5,3,6,6,6,3,9,7,6,4,5,7,4,3,Publishing
8,3,8,4,5,4,7,6,8,5,9,9,5,5,7,7,6,4,Real Estate
7,10,5,6,4,5,6,7,9,7,8,9,5,7,7,10,5,6,Health Care
6,4,8,9,5,3,7,7,7,4,10,8,6,4,5,9,5,2,Publishing
9,5,3,6,2,8,8,5,9,7,6,10,3,6,8,8,9,3,Financial Services
7,6,2,3,4,8,9,8,7,8,7,8,1,9,8,5,8,3,Information Technology
8,8,4,6,2,8,7,7,8,8,6,5,7,7,5,7,10,2,Utilities
6,5,7,6,5,4,8,4,7,6,7,10,5,5,6,9,5,5,Public Administration
9,7,8,6,4,7,7,7,7,6,10,8,2,7,8,9,8,4,Business
3,6,4,3,2,2,4,6,7,6,8,3,9,5,1,8,5,10,Husbandry
9,6,2,4,5,8,7,6,5,10,8,7,4,8,5,6,10,5,Utilities
3,5,3,2,2,4,7,5,7,6,6,1,9,4,3,7,4,8,Husbandry
4,4,4,5,5,5,5,7,5,6,6,5,6,2,4,6,6,6,Food
4,10,2,5,5,1,4,6,5,7,8,5,8,3,2,7,4,8,Agriculture
9,9,5,3,2,7,8,4,5,10,6,8,5,9,6,7,10,5,Chemistry
5,8,7,4,7,5,6,5,9,8,9,9,4,7,7,9,5,6,Health Care
4,5,8,6,6,3,8,4,6,6,9,8,6,4,5,10,6,3,Administrative and Support Services
8,7,7,6,5,7,9,9,8,6,10,7,4,5,6,7,7,6,Educational
4,6,6,4,4,6,8,7,6,7,8,10,4,4,7,8,7,5,Administrative and Support Services
5,8,6,6,6,5,9,4,7,9,7,6,4,7,4,8,8,4,Health Care
4,6,5,2,2,4,7,7,8,8,8,1,8,5,3,6,2,10,Husbandry
6,8,5,6,3,5,7,4,8,7,5,5,4,7,6,5,8,5,Biology
8,7,5,7,2,6,9,3,9,7,7,9,2,6,9,8,9,4,Financial Services
10,8,5,4,4,6,9,7,8,10,6,9,2,10,8,7,9,2,Mathematics
9,9,5,2,5,8,9,8,7,8,8,9,3,7,8,5,8,3,Cybersecurity
7,8,4,3,6,4,6,4,8,8,5,6,3,6,4,7,10,4,Manufacturing
7,5,3,5,5,5,8,7,7,9,6,6,5,3,4,5,9,3,Transportation
4,2,9,8,8,4,6,9,8,4,9,10,3,2,6,10,6,3,Publishing
5,10,6,5,7,3,7,5,9,9,7,8,6,8,6,9,7,7,Health Care
7,9,7,9,6,8,7,9,6,5,10,6,5,5,6,10,7,5,Educational
4,4,5,5,3,3,6,5,7,4,8,9,6,4,6,10,4,4,Administrative and Support Services
8,5,4,4,3,4,9,7,6,7,8,6,5,6,6,7,9,5,Manufacturing
10,8,4,2,2,9,8,5,5,7,5,9,4,10,9,5,8,2,Mathematics
10,9,3,2,2,6,9,6,5,9,4,7,3,9,9,7,7,5,Mathematics
2,4,8,8,8,3,7,9,5,4,9,5,8,5,6,10,3,5,Arts and Entertainment
9,9,5,4,2,8,10,7,6,9,7,9,4,10,8,6,10,4,Engineering
7,7,5,3,3,7,6,6,7,7,7,7,4,6,4,7,9,4,Utilities
10,7,6,7,5,9,9,5,8,7,6,10,4,6,6,5,7,2,Finance
3,4,6,4,9,6,5,8,7,6,6,6,8,3,7,8,4,7,Photography
5,4,7,7,9,3,8,9,7,5,6,6,8,5,8,10,6,5,Photography
9,8,6,6,4,8,10,5,6,8,9,7,3,8,7,7,8,4,Aerospace
9,8,9,6,6,6,8,7,8,5,10,7,4,5,6,7,5,7,Educational
5,2,8,8,10,5,5,9,5,5,7,8,6,3,8,10,5,6,Advertising
9,6,8,7,5,6,6,5,7,7,7,10,2,4,9,8,8,2,Business
9,6,6,7,2,8,9,5,8,9,6,9,2,8,8,5,8,2,Financial Services
8,3,5,6,7,5,8,5,9,3,10,8,7,4,7,9,5,3,Real Estate
5,5,3,5,5,2,7,3,5,4,8,2,10,3,3,8,3,8,Agriculture
6,3,8,7,3,5,5,5,9,4,9,10,4,2,6,9,6,6,Public Administration
5,8,4,4,4,3,6,4,7,9,7,7,7,3,6,5,5,7,Waste Management
10,7,4,4,2,7,10,5,9,10,7,8,4,9,6,6,8,3,Finance
5,5,6,3,8,5,7,6,6,4,8,3,7,3,7,8,4,8,Food
10,5,5,5,2,6,8,3,7,8,8,10,2,7,6,6,10,3,Financial Services
8,10,2,4,5,7,10,8,6,10,7,8,5,10,9,8,8,7,Engineering
5,5,9,8,7,4,8,8,5,6,8,7,4,5,8,8,6,3,Advertising
5,8,2,5,5,2,6,6,9,7,9,4,9,5,1,7,3,9,Husbandry
6,7,5,5,4,8,7,5,5,7,7,9,3,6,5,5,7,3,Telecommunications
3,2,8,6,6,5,6,8,7,6,10,7,4,5,6,8,6,5,Publishing
5,7,2,5,4,4,5,7,8,6,8,2,10,4,2,8,3,10,Husbandry
7,6,5,3,3,4,8,3,7,9,4,6,8,6,3,5,8,8,Waste Management
9,4,8,8,6,8,7,5,9,8,10,10,3,4,8,8,8,5,Business
10,6,4,5,5,6,10,6,6,10,5,9,3,7,9,7,7,4,Finance
9,9,8,7,5,8,9,9,8,7,9,7,4,7,6,9,6,7,Educational
8,10,4,2,4,9,8,7,8,9,7,9,7,8,7,5,10,5,Engineering
5,3,10,6,7,4,9,8,7,3,8,8,3,3,7,7,6,3,Publishing
4,5,6,7,3,4,5,7,10,6,8,10,4,5,6,8,7,3,Public Administration
4,5,5,6,5,3,8,6,7,3,8,7,4,2,5,7,6,4,Public Administration
9,9,5,3,5,9,8,5,6,9,6,10,4,6,10,5,9,3,Information Technology
5,6,5,5,3,3,4,5,7,7,7,2,7,6,3,5,5,10,Agriculture
7,5,6,4,8,6,4,6,7,6,8,6,6,2,5,7,5,3,Retail
6,8,5,3,6,5,8,4,7,10,7,6,6,8,4,5,8,4,Manufacturing
4,7,4,3,4,4,7,3,9,9,7,4,9,5,6,7,5,8,Waste Management
7,8,5,3,5,7,7,6,6,8,8,7,5,5,6,7,9,3,Manufacturing
4,9,3,4,5,6,10,6,7,8,6,4,6,7,4,6,9,8,Biology
7,8,9,8,8,5,7,7,9,8,10,8,7,8,7,9,5,7,Educational
8,2,5,6,5,6,5,8,7,3,9,9,4,5,5,7,7,2,Real Estate
10,7,5,4,3,10,10,5,5,10,9,10,1,8,9,7,10,4,Cybersecurity
7,10,5,2,5,6,10,4,8,9,7,5,4,8,6,4,9,4,Chemistry
5,4,6,5,8,5,5,9,6,8,6,6,6,2,7,10,4,7,Photography
2,6,4,2,3,1,5,5,9,6,8,4,10,2,2,9,4,9,Husbandry
5,5,6,6,7,5,5,8,7,5,7,7,3,5,8,9,6,2,Retail
10,10,4,3,4,9,10,5,7,10,9,10,1,9,9,7,10,4,Cybersecurity
8,10,4,2,4,8,9,7,6,8,6,6,4,9,9,8,8,6,Engineering
2,6,5,4,2,2,5,8,9,7,8,1,9,3,3,8,4,8,Husbandry
7,3,10,7,5,5,7,4,7,6,8,9,3,4,6,8,3,4,Legal Services
5,3,7,7,8,5,6,10,8,4,8,9,3,4,8,10,5,5,Advertising
8,8,4,6,3,9,9,6,8,7,5,9,3,6,9,7,10,2,Finance
5,7,4,6,8,4,4,6,7,4,8,5,8,5,4,7,4,5,Food
3,4,7,6,8,7,7,9,7,6,8,6,5,4,6,9,4,5,Advertising
6,7,7,5,6,7,8,8,8,8,10,8,3,6,7,9,6,2,Business
5,6,8,9,5,3,9,7,7,6,10,10,4,5,7,9,3,4,Legal Services
6,8,6,4,6,4,9,5,8,8,9,9,6,7,4,9,5,6,Health Care
9,10,2,3,5,8,9,6,5,10,7,9,4,9,10,7,10,4,Cybersecurity
7,8,5,5,4,9,8,5,7,8,8,8,6,8,7,6,8,3,Telecommunications
6,8,2,4,4,5,7,6,8,6,6,4,8,6,5,8,7,7,Waste Management
